Patent,Cit_Year,Citation
6010411,1988,4778722
6010411,1988,4793616
6010411,1989,4874171
6010411,1991,5009425
6010411,1993,5190290
6010411,1993,5228694
6010411,1993,5242168
6010411,1993,5262118
6010411,1994,5318296
6010411,1994,5350556
6010411,1995,5377986
6010411,1995,5429365
6010411,1996,5485998
6010411,1996,5489098
6010411,1996,5533728
6010411,1996,5547427
6010411,1997,5593356
6010411,1997,5672120
6010411,1997,5674133
6010411,1998,5779560
6010412,1978,4085937
6010412,1987,4714253
6010412,1989,4863167
6010412,1991,5002281
6010412,1996,5482285
6010412,1997,5688192
6010412,1998,5733205
6010412,1998,5799562
6010413,1980,4192504
6010413,1988,4783077
6010413,1990,4951945
6010414,1977,4027875
6010414,1978,4068339
6010414,1980,4237635
6010414,1981,4262048
6010414,1982,4358275
6010414,1983,4387896
6010414,1987,4647046
6010414,1987,4702475
6010414,1989,4879151
6010414,1993,5204159
6010414,1993,5207432
6010414,1993,5263863
6010414,1996,5529016
6010414,1997,5698276
6010415,1976,3955816
6010415,1977,4063730
6010415,1981,4260150
6010415,1982,4331330
6010415,1982,4364560
6010415,1987,4674746
6010415,1987,4679791
6010415,1989,4819935
6010416,1976,3985359
6010416,1980,4218059
6010416,1984,4429872
6010416,1989,4880243
6010416,1994,5280921
6010416,1994,5312109
6010416,1995,5427383
6010418,1978,4078801
6010418,1978,4111419
6010418,1988,4793769
6010418,1991,5074696
6010418,1993,5207720
6010418,1994,5275410
6010418,1994,5366219
6010418,1996,5482274
6010418,1997,5697858
6010419,1975,3909976
6010419,1977,4019738
6010419,1977,4021041
6010419,1978,4088319
6010419,1978,4112613
6010419,1981,4294447
6010419,1982,4335537
6010419,1983,4336936
6010419,1982,4339138
6010419,1983,4366936
6010419,1985,4531737
6010419,1985,4537405
6010419,1987,4657253
6010419,1988,4736948
6010419,1989,4842285
6010419,1990,4930777
6010419,1990,4943066
6010419,1990,4946172
6010419,1990,4958838
6010419,1990,4978130
6010419,1991,5066017
6010419,1992,5112062
6010419,1993,5228690
6010419,1993,5267735
6010419,1993,5269514
6010419,1994,5284341
6010419,1998,5779576
6010419,1998,5807198
6010420,1977,4048702
6010420,1987,4680982
6010420,1988,4718781
6010420,1990,4916751
6010420,1993,5207515
6010420,1996,5484212
6010421,1976,3962811
6010421,1978,4095416
6010421,1984,4459124
6010421,1997,5628178
6010421,1997,5682736
6010421,1997,5692985
6010422,1992,5080637
6010422,1994,5277670
6010422,1998,5730676
6010423,1975,3924490
6010423,1978,4078452
6010423,1978,4123857
6010423,1982,4341132
6010423,1988,4726256
6010423,1988,4729261
6010423,1989,4861295
6010423,1991,5059163
6010423,1996,5512021
6010423,1999,5860884
6010424,1975,3915267
6010424,1982,4363248
6010424,1984,4455889
6010424,1989,4864890
6010424,1991,5059160
6010424,1992,5106350
6010424,1994,5286239
6010424,1997,5620388
6010424,1997,5624343
6010424,1997,5655418
6010424,1998,5718653
6010424,1999,5938558
6010425,1986,4580670
6010425,1989,4858494
6010426,1976,3976172
6010426,1976,3999642
6010426,1997,5624013
6010427,1978,4111071
6010427,1990,4898050
6010427,1995,5437204
6010427,1997,5622080
6010427,1997,5649880
6010428,1987,4653351
6010428,1989,4796490
6010428,1991,5070747
6010428,1998,5810693
6010429,1989,4813665
6010429,1995,5464376
6010430,1996,5580337
6010430,1997,5647822
6010430,1997,5685804
6010430,1997,5690594
6010430,1998,5738612
6010431,1975,3924283
6010431,1993,5256136
6010431,1994,5366436
6010431,1995,5426798
6010431,1996,5501657
6010431,1996,5529550
6010431,1997,5642543
6010431,1998,5769758
6010432,1977,4014325
6010432,1997,5662557
6010433,1987,4639007
6010433,1988,4779863
6010433,1992,5163886
6010434,1987,4709918
6010434,1996,5487714
6010434,1996,5499958
6010434,1997,5607381
6010434,1997,5626546
6010434,1997,5669863
6010435,1978,4080751
6010435,1982,4328966
6010435,1990,4892303
6010435,1992,5127871
6010435,1993,5219163
6010435,1994,5295926
6010435,1994,5330403
6010435,1995,5389033
6010435,1997,5598596
6010436,1988,4773641
6010436,1989,4817944
6010436,1991,5002193
6010436,1992,5135455
6010436,1995,5407413
6010436,1995,5449333
6010436,1997,5603680
6010437,1991,5066004
6010437,1996,5554089
6010437,1996,5562577
6010438,1984,4458432
6010438,1987,4638579
6010438,1988,4777743
6010438,1993,5231776
6010438,1994,5339542
6010438,1998,5728032
6010439,1982,4360198
6010439,1989,4832334
6010439,1998,5836858
6010440,1986,4622734
6010440,1987,4654954
6010440,1987,4711016
6010440,1988,4742609
6010440,1989,4831714
6010440,1993,5181898
6010440,1995,5379509
6010440,1996,5486151
6010440,1997,5669751
6010441,1985,4557655
6010441,1991,5044064
6010441,1993,5183377
6010441,1997,5595560
6010441,1998,5735782
6010442,1982,4346898
6010442,1988,4787638
6010442,1991,5005838
6010442,1992,5087049
6010442,1996,5547197
6010443,1975,3902233
6010443,1977,4021900
6010443,1985,4545425
6010443,1991,4995147
6010443,1992,5098523
6010443,1994,5329849
6010443,1994,5342277
6010443,1996,5522785
6010443,1997,5613546
6010443,1997,5665044
6010443,1997,5700357
6010443,1998,5851168
6010443,1999,5885201
6010444,1975,3897579
6010444,1975,3921801
6010444,1976,3999653
6010444,1977,4058124
6010444,1979,4134929
6010444,1979,4139693
6010444,1979,4170585
6010444,1979,4171226
6010444,1979,4171416
6010444,1982,4320157
6010444,1983,4410086
6010444,1984,4444933
6010444,1984,4454055
6010444,1984,4466888
6010444,1984,4477607
6010444,1985,4520926
6010444,1986,4600112
6010444,1986,4600610
6010444,1986,4601880
6010444,1987,4650086
6010444,1987,4662516
6010444,1987,4715498
6010444,1988,4722472
6010444,1988,4759445
6010444,1989,4816307
6010444,1989,4830913
6010444,1989,4833165
6010444,1989,4842597
6010444,1989,4883478
6010444,1990,4900500
6010444,1990,4919569
6010444,1992,5152394
6010444,1992,5172808
6010444,1993,5271892
6010444,1994,5281391
6010444,1994,5322165
6010444,1994,5372252
6010444,1997,5663447
6010444,1997,5674175
6010444,1998,5707173
6010445,1984,4469483
6010445,1986,4584991
6010445,1986,4586490
6010445,1987,4660547
6010445,1987,4714074
6010445,1987,4715359
6010445,1988,4733665
6010445,1988,4739762
6010445,1988,4776337
6010445,1988,4793348
6010445,1989,4803977
6010445,1989,4815446
6010445,1989,4881937
6010445,1989,4881938
6010445,1990,4946435
6010445,1990,4969863
6010445,1991,5030194
6010445,1991,5034005
6010445,1991,5059166
6010445,1993,5176617
6010445,1993,5256158
6010445,1994,5360443
6010445,1995,5382261
6010445,1995,5395300
6010445,1996,5498250
6010445,1996,5522880
6010445,1997,5606981
6010445,1997,5607442
6010445,1997,5632771
6010445,1997,5656036
6010446,1987,4697575
6010446,1987,4706652
6010446,1988,4754745
6010446,1988,4763642
6010446,1989,4815449
6010446,1997,5626829
6010447,1989,4857041
6010447,1991,5013292
6010447,1994,5334217
6010447,1994,5368602
6010447,1997,5658245
6010447,1998,5840011
6010448,1994,5360389
6010448,1995,5472419
6010448,1997,5656010
6010449,1977,4043323
6010449,1982,4355643
6010449,1985,4541433
6010449,1986,4572186
6010449,1986,4585000
6010449,1986,4630609
6010449,1987,4648402
6010449,1987,4669467
6010449,1987,4681110
6010449,1987,4698057
6010449,1988,4723549
6010449,1988,4737142
6010449,1988,4787388
6010449,1989,4794928
6010449,1989,4848336
6010449,1989,4862874
6010449,1990,4919112
6010449,1991,5001556
6010449,1991,5011488
6010449,1991,5019040
6010449,1991,5030201
6010449,1991,5034001
6010449,1992,5092839
6010449,1992,5098381
6010449,1992,5099850
6010449,1992,5100425
6010449,1992,5102390
6010449,1992,5114414
6010449,1993,5179961
6010449,1993,5180368
6010449,1993,5192290
6010449,1993,5193546
6010449,1993,5209729
6010449,1993,5211654
6010449,1993,5217484
6010449,1993,5263959
6010449,1993,5263963
6010449,1994,5279565
6010449,1994,5282817
6010449,1994,5304199
6010449,1994,5321501
6010449,1994,5334210
6010449,1994,5336252
6010449,1994,5350377
6010449,1994,5351678
6010449,1995,5383467
6010449,1995,5409453
6010449,1995,5415636
6010449,1995,5423846
6010449,1995,5439000
6010449,1995,5456667
6010449,1995,5459570
6010449,1996,5484412
6010449,1996,5486170
6010449,1996,5486193
6010449,1996,5490859
6010449,1996,5499995
6010449,1996,5501694
6010449,1996,5507295
6010449,1996,5507296
6010449,1996,5511559
6010449,1996,5522819
6010449,1996,5540707
6010449,1996,5573531
6010449,1997,5599306
6010449,1997,5618300
6010449,1997,5626599
6010449,1997,5626607
6010449,1997,5649941
6010449,1997,5653684
6010449,1997,5662671
6010449,1997,5688234
6010449,1998,5707390
6010449,1998,5713907
6010449,1998,5800450
6010449,1998,5816923
6010450,1981,4306546
6010450,1983,4380998
6010450,1987,4660982
6010450,1988,4747661
6010450,1988,4765313
6010450,1993,5239984
6010450,1994,5363839
6010450,1995,5379756
6010450,1998,5711756
6010451,1978,4130881
6010451,1980,4237344
6010451,1981,4290114
6010451,1984,4489387
6010451,1988,4731725
6010451,1989,4839822
6010451,1989,4858121
6010451,1990,4945476
6010451,1991,5063522
6010451,1991,5065315
6010451,1991,5072383
6010451,1992,5086391
6010451,1993,5228449
6010451,1993,5253164
6010451,1993,5255187
6010451,1995,5404292
6010451,1995,5462051
6010451,1995,5471382
6010451,1996,5521812
6010451,1996,5544649
6010451,1997,5594638
6010451,1997,5596994
6010451,1997,5660176
6010452,1983,4367752
6010452,1995,5435315
6010452,1999,5931763
6010453,1976,3983879
6010453,1977,4003705
6010453,1977,4063561
6010453,1978,4120292
6010453,1979,4173981
6010453,1979,4176659
6010453,1980,4187856
6010453,1980,4214593
6010453,1980,4221567
6010453,1980,4233513
6010453,1981,4244377
6010453,1981,4259960
6010453,1981,4265249
6010453,1981,4273636
6010453,1981,4304239
6010453,1982,4338174
6010453,1983,4381011
6010453,1983,4384586
6010453,1984,4423739
6010453,1984,4432366
6010453,1984,4480190
6010453,1985,4497324
6010453,1985,4516580
6010453,1985,4534825
6010453,1986,4576590
6010453,1986,4580560
6010453,1986,4583969
6010453,1986,4596931
6010453,1986,4610656
6010453,1987,4643192
6010453,1987,4671287
6010453,1988,4727730
6010453,1988,4738668
6010453,1988,4774956
6010453,1988,4784660
6010453,1988,4790328
6010453,1988,4792330
6010453,1989,4809710
6010453,1989,4850958
6010453,1989,4859858
6010453,1989,4859859
6010453,1989,4873990
6010453,1990,4907166
6010453,1990,4914720
6010453,1990,4966578
6010453,1991,4981470
6010453,1991,4998527
6010453,1991,5002055
6010453,1991,5042522
6010453,1991,5067492
6010453,1992,5095913
6010453,1992,5158083
6010453,1992,5167237
6010453,1992,5174290
6010453,1993,5186172
6010453,1995,5415165
6010453,1995,5456251
6010454,1984,4448207
6010454,1984,4449538
6010454,1985,4531088
6010454,1987,4658834
6010454,1987,4709331
6010454,1988,4743352
6010454,1988,4773423
6010454,1989,4869266
6010454,1989,4871439
6010454,1990,4922922
6010454,1990,4923613
6010454,1990,4946651
6010454,1991,5001067
6010454,1991,5029584
6010454,1992,5100554
6010454,1992,5109850
6010454,1992,5112622
6010454,1992,5120422
6010454,1993,5200345
6010454,1993,5200627
6010454,1993,5226313
6010454,1993,5236664
6010454,1994,5285682
6010454,1994,5331958
6010454,1995,5395321
6010454,1995,5415176
6010454,1995,5437629
6010454,1996,5492537
6010454,1996,5503626
6010454,1996,5522805
6010454,1997,5611351
6010455,1981,4267844
6010455,1981,4306569
6010455,1984,4425921
6010455,1984,4475554
6010455,1985,4523597
6010455,1985,4538618
6010455,1985,4554930
6010455,1987,4693255
6010455,1987,4699149
6010455,1988,4723554
6010455,1989,4817622
6010455,1989,4859078
6010455,1989,4877034
6010455,1990,4894547
6010455,1991,5054487
6010455,1991,5054502
6010455,1993,5243982
6010455,1993,5247940
6010455,1998,5769784
6010456,1988,4771786
6010456,1996,5485842
6010456,1996,5544659
6010456,1996,5577505
6010456,1997,5632277
6010456,1998,5706819
6010456,1998,5840032
6010457,1989,4841981
6010457,1992,5101828
6010457,1993,5265011
6010457,1994,5289823
6010457,1994,5293874
6010457,1994,5357967
6010457,1995,5390679
6010457,1995,5400793
6010458,1990,4959045
6010458,1992,5156661
6010458,1997,5647370
6010458,1998,5830119
6010459,1976,3951607
6010459,1978,4083367
6010459,1978,4090078
6010459,1978,4090518
6010459,1980,4202352
6010459,1987,4688568
6010459,1988,4735777
6010459,1988,4772559
6010459,1989,4796639
6010459,1989,4872483
6010459,1991,5042501
6010459,1992,5081871
6010459,1995,5443063
6010459,1995,5447165
6010459,1995,5474060
6010459,1996,5531218
6010459,1997,5651358
6010459,1997,5653229
6010459,1998,5795787
6010460,1976,3958565
6010460,1985,4499905
6010460,1993,5224487
6010460,1993,5246010
6010460,1993,5253651
6010460,1996,5540234
6010460,1996,5565630
6010461,1979,4166269
6010461,1989,4870964
6010461,1989,4874500
6010461,1991,4993143
6010461,1991,5062302
6010461,1993,5189777
6010461,1994,5357807
6010461,1997,5631198
6010461,1997,5662611
6010461,1997,5668319
6010461,1997,5701905
6010461,1998,5711302
6010461,1998,5719069
6010461,1998,5810765
6010461,1999,5879572
6010462,1975,3910410
6010462,1976,3967730
6010462,1980,4211323
6010462,1985,4498796
6010462,1989,4838851
6010462,1989,4887994
6010462,1990,4903708
6010462,1990,4938462
6010462,1990,4952204
6010462,1992,5147035
6010462,1993,5238649
6010462,1994,5301807
6010462,1995,5401100
6010462,1995,5404693
6010462,1995,5418022
6010462,1997,5623942
6010462,1997,5627071
6010463,1980,4228808
6010463,1981,4263922
6010463,1981,4272245
6010463,1981,4298011
6010463,1982,4314570
6010463,1983,4393882
6010463,1984,4436098
6010463,1986,4576185
6010463,1991,5048539
6010463,1992,5096669
6010463,1993,5257984
6010463,1994,5309924
6010464,1986,4616648
6010464,1989,4824435
6010464,1989,4829999
6010464,1989,4860742
6010464,1989,4886067
6010464,1990,4927413
6010464,1990,4928693
6010464,1990,4932413
6010464,1990,4944740
6010464,1990,4947864
6010464,1990,4976689
6010464,1991,5035686
6010464,1992,5120323
6010464,1992,5131407
6010464,1992,5147377
6010464,1993,5195535
6010464,1993,5234407
6010464,1993,5246009
6010464,1993,5255690
6010464,1993,5263932
6010464,1993,5267958
6010464,1993,5269759
6010464,1994,5281203
6010464,1994,5282478
6010464,1994,5300085
6010464,1994,5318527
6010464,1994,5325746
6010464,1994,5336184
6010464,1994,5342297
6010464,1994,5345937
6010464,1994,5354282
6010464,1994,5368567
6010464,1994,5376074
6010464,1995,5388590
6010464,1995,5395332
6010464,1995,5413560
6010464,1995,5415639
6010464,1995,5425711
6010464,1995,5449362
6010464,1996,5558635
6010464,1996,5588442
6010465,1978,4122840
6010465,1983,4416293
6010465,1989,4813436
6010465,1989,4830021
6010465,1995,5474087
6010465,1997,5623944
6010466,1978,4111192
6010466,1991,5032103
6010468,1977,4003374
6010468,1989,4795148
6010468,1989,4842265
6010468,1992,5112296
6010468,1994,5293755
6010468,1998,5713370
6010468,1998,5807234
6010469,1980,4205664
6010469,1984,4483328
6010469,1997,5624384
6010469,1997,5624385
6010470,1983,4396010
6010470,1988,4753226
6010470,1990,4928674
6010470,1994,5370603
6010471,1975,3862629
6010471,1977,4013069
6010471,1977,4030488
6010471,1983,4374518
6010471,1982,4388923
6010471,1985,4552132
6010471,1988,4762121
6010471,1989,4820279
6010471,1989,4865020
6010471,1990,4926848
6010471,1991,5014681
6010471,1994,5372575
6010473,1979,4173218
6010473,1983,4366812
6010473,1984,4445507
6010473,1987,4675914
6010473,1987,4706658
6010473,1988,4765320
6010473,1988,4781178
6010473,1989,4830360
6010473,1991,5058576
6010474,1989,4865024
6010474,1990,4947834
6010474,1994,5302169
6010474,1994,5342288
6010474,1994,5344390
6010474,1994,5360394
6010474,1995,5395304
6010474,1995,5400806
6010474,1995,5443444
6010475,1991,5004548
6010475,1992,5098960
6010475,1992,5098977
6010475,1992,5128170
6010475,1992,5162102
6010475,1993,5229172
6010475,1993,5240994
6010475,1993,5250613
6010475,1996,5532311
6010475,1997,5643681
6010475,1997,5645931
6010475,1997,5702818
6010475,1997,5702823
6010475,1998,5738902
6010475,1998,5811151
6010475,1999,5863501
6010476,1980,4207874
6010476,1984,4461305
6010476,1986,4582056
6010476,1988,4729763
6010476,1988,4788975
6010476,1992,5123904
6010476,1992,5125924
6010476,1992,5125926
6010476,1992,5133713
6010476,1993,5242460
6010476,1994,5336237
6010476,1994,5358472
6010476,1994,5358485
6010476,1995,5380316
6010476,1995,5383884
6010476,1995,5389096
6010476,1995,5403334
6010476,1995,5429144
6010476,1995,5456689
6010476,1996,5488958
6010476,1996,5492119
6010476,1996,5520634
6010476,1996,5562694
6010476,1996,5569178
6010476,1996,5569254
6010476,1996,5569284
6010476,1996,5575293
6010476,1996,5575772
6010476,1996,5575787
6010476,1997,5591159
6010476,1997,5601573
6010476,1997,5601586
6010476,1997,5601588
6010476,1997,5607421
6010476,1997,5609621
6010476,1997,5611803
6010476,1997,5613972
6010476,1997,5651781
6010476,1997,5688234
6010476,1997,5702412
6010476,1998,5709697
6010476,1998,5724975
6010476,1998,5743870
6010476,1998,5776092
6010476,1998,5807401
6010476,1998,5830222
6010477,1975,3882872
6010477,1976,3937222
6010477,1979,4167943
6010477,1980,4200106
6010477,1980,4203444
6010477,1981,4274414
6010477,1982,4314560
6010477,1982,4320761
6010477,1984,4445509
6010477,1985,4517977
6010477,1985,4522206
6010477,1986,4577629
6010477,1986,4601290
6010477,1987,4649919
6010477,1987,4705038
6010477,1988,4729763
6010477,1988,4752444
6010477,1989,4811734
6010477,1989,4815462
6010477,1989,4834729
6010477,1991,4998527
6010477,1992,5112299
6010477,1992,5152744
6010477,1998,5792167
6010478,1986,4596556
6010478,1990,4945050
6010478,1991,5049125
6010478,1991,5062830
6010478,1991,5064413
6010478,1992,5149655
6010478,1993,5204253
6010478,1994,5330446
6010478,1994,5371015
6010478,1996,5503627
6010478,1997,5630796
6010479,1987,4642092
6010479,1990,4976690
6010479,1992,5102416
6010479,1993,5195955
6010479,1995,5395331
6010479,1996,5480392
6010479,1996,5540679
6010479,1997,5601539
6010480,1991,5026607
6010480,1991,5049131
6010480,1993,5250070
6010480,1997,5693014
6010481,1991,5015234
6010481,1994,5364370
6010481,1998,5738220
6010481,1998,5743888
6010482,1984,4431425
6010482,1986,4626243
6010482,1991,5039279
6010482,1993,5267900
6010483,1989,4828551
6010483,1991,5069668
6010483,1993,5207645
6010484,1987,4683882
6010484,1988,4744358
6010484,1989,4832019
6010484,1989,4867154
6010484,1991,5009227
6010484,1995,5402776
6010485,1977,4011685
6010485,1988,4740203
6010485,1992,5084031
6010485,1995,5389070
6010485,1995,5439452
6010485,1996,5501666
6010485,1997,5674193
6010486,1987,4687467
6010486,1989,4838863
6010486,1989,4838869
6010486,1991,5019044
6010486,1991,5049133
6010486,1991,5053010
6010486,1992,5090962
6010486,1993,5180369
6010486,1993,5180370
6010486,1993,5201710
6010486,1995,5395337
6010486,1995,5407436
6010486,1998,5769822
6010487,1986,4573975
6010487,1988,4778453
6010487,1989,4834718
6010487,1989,4846805
6010487,1989,4846811
6010487,1989,4850996
6010487,1989,4872552
6010487,1990,4944725
6010487,1992,5088988
6010487,1995,5407431
6010487,1995,5474534
6010487,1998,5769827
6010488,1975,3872866
6010488,1976,3934590
6010488,1981,4257417
6010488,1986,4605398
6010488,1994,5366448
6010488,1995,5429621
6010488,1996,5578019
6010489,1980,4200102
6010490,1975,3884234
6010490,1975,3885568
6010490,1975,3926189
6010490,1977,4029100
6010490,1978,4100922
6010490,1987,4662877
6010490,1987,4695278
6010490,1988,4781713
6010490,1990,4892536
6010490,1990,4895568
6010490,1990,4950263
6010490,1990,4968312
6010490,1991,4990147
6010490,1991,5037413
6010490,1991,5062840
6010491,1975,3875942
6010491,1975,3890973
6010491,1975,3896807
6010491,1975,3918454
6010491,1976,3964486
6010491,1976,3967623
6010491,1977,4027672
6010491,1977,4055180
6010491,1981,4276338
6010491,1982,4321924
6010491,1982,4324247
6010491,1982,4360021
6010491,1983,4381782
6010491,1983,4385632
6010491,1983,4397644
6010491,1983,4401712
6010491,1985,4501586
6010491,1985,4556560
6010491,1986,4613447
6010491,1986,4622036
6010491,1986,4623339
6010491,1987,4643727
6010491,1987,4657537
6010491,1987,4662877
6010491,1987,4676785
6010491,1987,4678464
6010491,1987,4685909
6010491,1987,4704112
6010491,1988,4723953
6010491,1988,4787896
6010491,1988,4790836
6010491,1989,4842593
6010491,1990,4892536
6010491,1990,4968312
6010491,1991,4988344
6010491,1991,4988345
6010491,1991,4990147
6010491,1991,5037416
6010491,1991,5061259
6010491,1991,5062840
6010491,1992,5134007
6010491,1992,5171236
6010491,1992,5171238
6010491,1993,5176672
6010491,1993,5192277
6010491,1993,5207663
6010491,1993,5260345
6010491,1993,5269775
6010491,1994,5281208
6010491,1994,5304159
6010491,1994,5304160
6010491,1994,5304161
6010491,1994,5306266
6010491,1994,5330459
6010491,1994,5342338
6010491,1994,5342342
6010491,1994,5344516
6010491,1994,5356405
6010491,1995,5387207
6010491,1995,5387209
6010491,1995,5397318
6010491,1995,5429632
6010491,1995,5439458
6010491,1995,5439459
6010491,1995,5462541
6010491,1995,5468236
6010491,1996,5520674
6010491,1996,5525346
6010491,1996,5545155
6010491,1996,5554142
6010491,1996,5579722
6010491,1996,5586978
6010491,1997,5603707
6010491,1997,5607760
6010491,1997,5609587
6010491,1997,5628097
6010491,1997,5635191
6010491,1997,5643588
6010491,1997,5650222
6010491,1997,5653703
6010491,1997,5674213
6010491,1997,5676661
6010491,1998,5776122
6010491,1998,5779690
6010491,1998,5810798
6010491,1998,5824172
6010491,1998,5830203
6010492,1982,4312247
6010492,1982,4326522
6010492,1984,4425117
6010492,1984,4439197
6010492,1984,4457752
6010492,1986,4564363
6010492,1992,5167625
6010492,1993,5196002
6010492,1997,5603354
6010492,1997,5618269
6010493,1975,3892228
6010493,1976,3948251
6010493,1981,4273111
6010493,1981,4279245
6010493,1982,4327723
6010493,1982,4344092
6010493,1982,4353358
6010493,1983,4390012
6010493,1983,4413278
6010493,1983,4417886
6010493,1983,4421106
6010493,1984,4433675
6010493,1984,4475539
6010493,1984,4483326
6010493,1985,4515592
6010493,1985,4539586
6010493,1985,4543090
6010493,1985,4545374
6010493,1986,4573448
6010493,1986,4577621
6010493,1986,4580551
6010493,1986,4587972
6010493,1986,4589404
6010493,1986,4590923
6010493,1986,4601284
6010493,1986,4611888
6010493,1986,4625713
6010493,1987,4644960
6010493,1987,4649904
6010493,1987,4651202
6010493,1987,4653476
6010493,1987,4713057
6010493,1988,4737142
6010493,1988,4745908
6010493,1988,4748969
6010493,1988,4750475
6010493,1988,4753222
6010493,1988,4758222
6010493,1988,4776844
6010493,1988,4782819
6010493,1988,4791912
6010493,1988,4793326
6010493,1989,4797737
6010493,1989,4799496
6010493,1989,4808157
6010493,1989,4815450
6010493,1989,4834710
6010493,1989,4844053
6010493,1989,4853773
6010493,1989,4867529
6010493,1989,4884133
6010493,1990,4890602
6010493,1990,4893613
6010493,1990,4901142
6010493,1990,4904237
6010493,1990,4905666
6010493,1990,4906230
6010493,1990,4911148
6010493,1990,4919112
6010493,1990,4919653
6010493,1990,4920413
6010493,1990,4924856
6010493,1990,4930521
6010493,1990,4933816
6010493,1990,4934340
6010493,1990,4954129
6010493,1990,4968295
6010493,1990,4968298
6010493,1990,4972828
6010493,1990,4973312
6010493,1990,4973329
6010493,1990,4979496
6010493,1991,4983165
6010493,1991,4989582
6010493,1991,4996974
6010493,1991,5004456
6010493,1991,5010875
6010493,1991,5024655
6010493,1991,5042915
6010493,1991,5053046
6010493,1991,5058568
6010493,1992,5084043
6010493,1992,5085631
6010493,1992,5090959
6010493,1992,5101907
6010493,1992,5125906
6010493,1992,5131382
6010493,1992,5134469
6010493,1992,5143475
6010493,1992,5151096
6010493,1992,5167221
6010493,1993,5188594
6010493,1993,5195541
6010493,1993,5197649
6010493,1993,5199417
6010493,1993,5199950
6010493,1993,5215105
6010493,1993,5217454
6010493,1993,5232442
6010493,1993,5267573
6010493,1993,5273535
6010493,1994,5275151
6010493,1994,5328467
6010493,1994,5342299
6010493,1994,5344397
6010493,1994,5354266
6010493,1995,5396880
6010493,1995,5399164
6010493,1995,5415158
6010493,1995,5423311
6010493,1995,5437636
6010493,1996,5526820
6010493,1996,5531687
6010494,1984,4475548
6010494,1985,4537593
6010494,1988,4735611
6010494,1992,5104389
6010494,1993,5247942
6010494,1994,5324270
6010494,1995,5407434
6010494,1995,5429609
6010494,1995,5460616
6010494,1995,5464397
6010494,1995,5466230
6010494,1998,5728078
6010494,1998,5772643
6010494,1998,5776125
6010494,1998,5782817
6010494,1998,5814026
6010495,1988,4722725
6010495,1988,4729764
6010495,1989,4842580
6010495,1990,4904238
6010495,1990,4936834
6010495,1990,4966162
6010495,1990,4968307
6010495,1992,5125910
6010495,1992,5167646
6010495,1993,5190519
6010495,1993,5257973
6010495,1993,5263927
6010495,1994,5295952
6010495,1994,5304187
6010495,1994,5310407
6010495,1995,5419777
6010495,1996,5533986
6010496,1977,4024866
6010496,1978,4117843
6010496,1979,4168707
6010496,1979,4180074
6010496,1982,4314560
6010496,1984,4428748
6010496,1985,4525775
6010496,1986,4622503
6010496,1991,5033496
6010496,1992,5094260
6010496,1992,5157603
6010496,1992,5158108
6010496,1993,5176628
6010496,1995,5417246
6010496,1995,5455766
6010496,1996,5549139
6010497,1976,3938058
6010497,1976,3982541
6010497,1976,3983507
6010497,1979,4180751
6010497,1982,4349907
6010497,1983,4386428
6010497,1984,4477159
6010497,1985,4520816
6010497,1985,4538608
6010497,1986,4573467
6010497,1986,4580559
6010497,1987,4633866
6010497,1987,4665913
6010497,1987,4669466
6010497,1988,4718418
6010497,1988,4721379
6010497,1988,4729372
6010497,1988,4729373
6010497,1988,4732148
6010497,1988,4733660
6010497,1988,4764930
6010497,1988,4773414
6010497,1988,4784135
6010497,1989,4798204
6010497,1989,4838266
6010497,1989,4840175
6010497,1989,4848340
6010497,1989,4856513
6010497,1989,4862886
6010497,1990,4901718
6010497,1990,4903695
6010497,1990,4911711
6010497,1990,4925523
6010497,1990,4941093
6010497,1990,4975918
6010497,1991,4994058
6010497,1991,5019074
6010497,1991,5052004
6010497,1991,5065046
6010497,1991,5074859
6010497,1992,5108388
6010497,1992,5108412
6010497,1992,5144630
6010497,1992,5163934
6010497,1992,5163936
6010497,1993,5182759
6010497,1993,5188631
6010497,1993,5196006
6010497,1993,5207668
6010497,1993,5217452
6010497,1993,5219343
6010497,1993,5219344
6010497,1993,5226903
6010497,1993,5257988
6010497,1993,5263950
6010497,1994,5284477
6010497,1994,5312320
6010497,1994,5324281
6010497,1994,5334190
6010497,1994,5336217
6010497,1994,5353262
6010497,1994,5360424
6010497,1994,5363388
6010497,1994,5364388
6010497,1994,5370641
6010497,1995,5391165
6010497,1995,5395356
6010497,1995,5395362
6010497,1995,5405355
6010497,1995,5411501
6010497,1995,5423801
6010497,1995,5425727
6010497,1995,5425729
6010497,1995,5437658
6010497,1995,5442487
6010497,1995,5445633
6010497,1995,5461212
6010497,1995,5470329
6010497,1996,5480396
6010497,1996,5505723
6010497,1996,5507741
6010497,1996,5507799
6010497,1996,5520679
6010497,1996,5533997
6010497,1996,5549597
6010497,1996,5549599
6010497,1996,5556395
6010497,1997,5599340
6010497,1997,5613965
6010497,1997,5624436
6010497,1997,5634919
6010497,1997,5637109
6010497,1997,5646791
6010497,1997,5651784
6010497,1997,5683379
6010497,1998,5711762
6010497,1998,5713892
6010497,1998,5735843
6010497,1998,5849006
6010497,1999,5904678
6010498,1985,4512338
6010498,1988,4735201
6010498,1988,4739768
6010498,1988,4748986
6010498,1989,4820298
6010498,1989,4884579
6010498,1991,4994069
6010498,1992,5108407
6010498,1993,5209730
6010498,1993,5226911
6010498,1994,5354295
